order_id,user_id,order_date,status,amount
1056,96,2024-10-28 11:37:19,completed,360.86
1057,120,2025-02-16 11:55:44,shipped,116.89
1058,14,2025-02-15 09:29:05,completed,223.8
1059,101,2025-01-10 04:01:17,completed,410.76
1060,53,2024-11-05 16:46:36,completed,458.92
1061,35,2024-12-27 17:53:37,preparation,200.67
1062,10,2024-12-27 08:15:24,completed,197.49
1063,83,2024-11-09 14:17:20,completed,305.53
1064,79,2025-06-30 11:54:19,shipped,408.55
1065,113,2025-02-09 14:24:23,preparation,152.36
1066,97,2025-07-18 01:41:00,preparation,195.21
1067,99,2024-11-02 13:46:42,preparation,196.23
1068,124,2024-09-19 11:45:13,shipped,151.17
1069,52,2025-02-23 11:21:59,cancelled,0.0
1070,74,2024-12-19 21:38:07,completed,402.11
1071,137,2025-04-09 08:19:22,shipped,173.91
1072,109,2025-06-27 18:56:37,preparation,178.31
1073,5,2025-02-04 12:09:41,completed,98.98
1074,53,2025-03-21 10:48:57,completed,213.8
1075,74,2025-03-13 22:07:07,completed,99.91
1076,144,2025-07-01 16:21:25,cancelled,0.0
1077,85,2024-10-22 07:34:47,shipped,129.61
1078,3,2024-08-21 16:23:32,cancelled,0.0
1079,53,2024-10-27 10:45:13,completed,215.89
1080,142,2025-06-06 20:30:23,completed,414.58
1081,112,2024-11-05 15:43:59,completed,261.88
1082,135,2024-08-12 12:19:56,shipped,469.91
1083,46,2025-05-01 09:21:38,cancelled,0.0
1084,57,2025-05-12 01:48:17,completed,323.56
1085,29,2024-07-24 02:39:28,shipped,274.7
1086,124,2024-08-28 22:08:03,completed,110.5
1087,72,2024-10-12 19:49:11,completed,94.95
1088,65,2024-09-17 13:12:51,completed,165.74
1089,12,2024-12-05 09:01:59,completed,486.76
1090,1,2024-11-08 20:52:57,preparation,478.19
1091,62,2025-03-10 15:43:43,completed,422.32
1092,30,2025-03-20 13:18:59,cancelled,0.0
1093,87,2025-04-21 06:44:54,completed,177.82
1094,92,2024-11-27 17:50:58,completed,375.64
1095,140,2024-11-24 03:46:06,preparation,265.7
1096,91,2024-08-01 12:19:01,cancelled,0.0
1097,45,2025-03-04 13:18:54,cancelled,0.0
1098,120,2024-09-13 15:03:48,completed,196.57
1099,142,2025-07-16 16:30:02,completed,107.94
1100,25,2025-02-11 01:55:30,completed,404.86
1101,125,2024-09-26 11:42:34,completed,79.86
1102,102,2025-06-03 14:24:04,shipped,392.52
1103,57,2025-01-28 04:14:33,shipped,470.76
1104,143,2024-12-26 21:58:50,completed,84.69
1105,11,2024-11-13 01:20:26,completed,491.55
1106,105,2025-04-26 11:59:11,completed,101.77
1107,109,2024-08-25 04:37:48,shipped,91.24
1108,107,2025-07-17 06:07:02,preparation,375.4
1109,30,2024-12-02 13:39:28,shipped,411.23
1110,107,2024-09-08 16:12:23,completed,208.64
1111,111,2024-08-04 22:54:28,completed,231.33
1112,27,2024-09-18 16:14:05,preparation,338.49
1113,131,2025-04-24 03:02:09,completed,50.51
1114,144,2024-12-20 10:31:36,cancelled,0.0
1115,27,2024-12-27 14:05:19,shipped,69.97
1116,147,2025-07-08 20:55:12,shipped,404.98
1117,75,2024-08-02 18:36:44,cancelled,0.0
1118,15,2025-05-12 02:51:19,cancelled,0.0
1119,82,2024-07-18 18:04:39,completed,486.05
1120,81,2025-03-25 02:17:35,shipped,296.6
1121,36,2025-01-09 00:29:00,completed,182.72
1122,5,2024-12-05 16:35:57,shipped,445.13
1123,69,2024-12-19 17:42:33,completed,399.59
1124,72,2024-09-17 02:53:09,completed,222.98
1125,94,2025-01-05 17:04:54,completed,313.91
1126,58,2024-12-27 21:36:40,cancelled,0.0
1127,2,2024-08-28 22:31:18,cancelled,0.0
1128,42,2024-07-31 07:51:57,completed,169.87
1129,14,2025-06-17 03:31:32,completed,448.41
1130,20,2024-09-10 16:36:15,completed,259.24
1131,29,2025-03-04 02:19:16,completed,395.22
1132,81,2024-10-12 14:54:30,completed,247.11
1133,54,2025-07-02 13:04:20,preparation,289.34
1134,126,2025-04-16 13:35:59,completed,416.45
1135,32,2024-12-29 13:20:57,shipped,397.91
1136,131,2025-04-11 01:52:59,completed,202.65
1137,14,2024-07-28 20:05:21,cancelled,0.0
1138,75,2025-03-05 01:48:19,completed,371.11
1139,139,2025-02-17 20:50:07,completed,28.7
1140,16,2025-03-28 08:31:17,preparation,229.89
1141,28,2024-09-14 23:54:34,completed,139.78
1142,113,2024-08-01 10:54:43,completed,28.56
1143,93,2024-09-25 18:14:52,completed,496.22
1144,7,2025-06-19 14:55:08,cancelled,0.0
1145,88,2025-05-09 17:20:08,shipped,454.14
1146,114,2024-10-15 01:24:14,shipped,135.33
1147,20,2025-02-04 02:24:12,completed,287.02
1148,139,2024-09-17 20:14:24,preparation,91.93
1149,109,2024-07-19 11:05:30,completed,444.21
1150,35,2025-05-03 00:25:43,completed,393.36
1151,32,2024-11-12 06:58:47,completed,368.92
1152,41,2025-06-02 06:33:00,completed,393.26
1153,150,2024-08-06 20:31:05,completed,497.21
1154,90,2024-11-10 10:43:04,completed,224.74
1155,93,2025-03-01 15:44:06,completed,493.52
1156,62,2025-03-05 03:03:34,cancelled,0.0
1157,32,2025-03-16 22:04:16,completed,277.51
1158,54,2024-11-29 10:34:41,completed,139.12
1159,9,2025-01-26 11:51:10,completed,272.42
1160,114,2025-02-25 04:26:02,preparation,476.79
1161,72,2024-07-19 17:15:37,completed,376.61
1162,110,2024-09-03 04:37:35,completed,79.39
1163,22,2025-05-01 03:14:28,completed,444.97
1164,32,2024-09-21 04:28:35,completed,255.74
1165,105,2025-04-18 17:17:29,completed,186.98
1166,142,2025-02-21 09:51:35,completed,113.27
1167,18,2024-10-11 10:40:59,preparation,34.81
1168,42,2025-07-17 18:04:53,completed,317.82
1169,103,2025-03-26 14:34:17,completed,75.56
1170,76,2025-01-24 17:00:43,completed,342.34
1171,117,2025-03-27 08:15:48,completed,398.08
1172,60,2025-01-19 02:58:29,completed,192.04
1173,71,2025-04-03 03:07:54,shipped,397.33
1174,94,2025-06-12 17:45:24,completed,332.69
1175,88,2024-10-26 09:53:18,completed,416.58
1176,56,2025-07-07 18:42:05,completed,470.18
1177,115,2024-09-09 10:50:59,preparation,118.0
1178,37,2025-01-27 19:29:15,shipped,208.68
1179,45,2024-09-22 23:30:18,shipped,281.17
1180,111,2024-12-08 16:10:14,completed,112.75
1181,133,2024-09-17 23:22:57,completed,443.3
1182,95,2025-04-21 11:33:09,completed,345.21
1183,6,2024-10-04 01:25:46,completed,88.77
1184,131,2024-10-14 12:55:35,completed,285.51
1185,125,2025-07-01 01:07:09,completed,363.81
1186,103,2024-08-22 20:23:01,shipped,414.8
1187,90,2024-08-15 09:07:26,shipped,336.36
1188,72,2024-10-25 11:46:48,shipped,307.4
1189,54,2024-11-27 07:34:38,completed,381.16
1190,66,2024-09-06 23:48:42,completed,397.95
1191,127,2024-11-28 16:47:43,completed,78.53
1192,150,2024-08-07 19:57:16,completed,429.54
1193,138,2025-02-20 12:40:17,completed,95.86
1194,41,2025-04-18 11:38:21,completed,38.92
1195,117,2025-01-10 03:30:03,cancelled,0.0
1196,84,2025-01-14 02:49:31,shipped,152.11
1197,139,2024-10-14 05:47:07,cancelled,0.0
1198,125,2024-09-09 00:02:23,completed,205.17
1199,9,2025-06-21 11:15:03,cancelled,0.0
1200,138,2024-11-23 15:44:03,completed,307.53
1201,16,2025-07-14 10:49:48,shipped,89.18
1202,47,2024-09-26 03:22:10,shipped,417.12
1203,102,2024-11-21 00:04:59,completed,128.61
1204,6,2025-02-16 10:25:47,preparation,113.81
1205,54,2025-06-08 13:29:58,completed,251.78
1206,12,2024-12-31 08:05:17,completed,476.38
1207,5,2025-01-29 20:43:28,cancelled,0.0
1208,35,2025-05-06 12:34:48,completed,65.12
1209,13,2024-12-09 12:28:06,completed,309.87
1210,4,2025-01-08 14:26:30,cancelled,0.0
1211,141,2024-08-30 17:07:05,cancelled,0.0
1212,36,2025-04-03 05:36:19,shipped,263.18
1213,97,2025-02-08 15:44:46,completed,194.27
1214,87,2025-05-06 03:24:59,preparation,65.53
1215,71,2025-03-28 01:53:08,completed,380.09
1216,62,2024-08-14 14:07:17,shipped,324.02
1217,42,2024-08-01 18:07:33,completed,33.03
1218,48,2025-06-22 14:59:21,completed,452.36
1219,35,2025-06-24 10:11:20,shipped,279.61
1220,79,2024-12-27 16:22:19,cancelled,0.0
1221,23,2025-01-05 06:50:08,shipped,493.73
1222,12,2024-09-07 17:22:19,completed,245.32
1223,26,2024-12-04 19:33:59,completed,196.56
1224,32,2024-12-03 01:02:08,completed,361.05
1225,139,2025-01-07 22:26:57,cancelled,0.0
1226,90,2024-08-24 17:36:44,completed,187.71
1227,52,2024-09-10 12:38:34,completed,400.16
1228,106,2024-11-06 13:53:48,completed,258.42
1229,109,2024-09-30 19:15:24,completed,237.02
1230,44,2025-02-23 05:57:19,completed,149.02
1231,101,2024-07-27 17:34:20,shipped,295.37
1232,51,2025-04-02 04:09:24,shipped,354.67
1233,2,2025-03-01 23:31:19,completed,122.22
1234,1,2025-05-30 07:43:58,shipped,224.97
1235,81,2024-09-23 18:58:22,completed,246.77
1236,133,2025-05-04 06:22:14,completed,422.32
1237,43,2025-03-18 04:10:11,shipped,307.59
1238,28,2025-07-10 01:57:39,completed,105.27
1239,93,2024-11-20 20:10:14,completed,106.92
1240,145,2025-06-04 11:44:27,preparation,372.42
1241,47,2024-09-21 08:42:00,completed,143.27
1242,23,2024-07-18 20:03:10,completed,435.94
1243,82,2025-05-11 00:04:08,shipped,369.56
1244,116,2025-06-25 16:33:47,completed,308.82
1245,21,2025-05-27 08:54:57,preparation,69.35
1246,91,2024-12-24 12:16:21,completed,367.14
1247,83,2025-01-27 08:32:43,completed,337.75
1248,9,2025-04-27 04:00:23,shipped,178.41
1249,111,2025-01-22 07:41:02,completed,133.77
1250,14,2024-10-22 08:50:47,completed,218.32
1251,42,2024-10-12 23:39:18,preparation,381.49
1252,16,2024-11-14 17:37:50,completed,45.04
1253,133,2025-04-14 13:08:09,completed,185.23
1254,149,2025-03-16 11:43:32,completed,358.08
1255,4,2024-10-17 06:01:38,cancelled,0.0
1256,122,2024-12-27 10:26:27,shipped,477.11
1257,93,2025-03-27 05:53:46,preparation,415.99
1258,10,2025-04-08 17:13:14,completed,367.16
1259,77,2025-05-24 07:57:06,cancelled,0.0
1260,3,2024-11-02 11:29:54,shipped,297.48
1261,84,2025-05-06 11:42:48,shipped,458.66
1262,1,2025-03-16 23:30:23,completed,443.89
1263,90,2024-11-19 16:23:28,preparation,41.8
1264,61,2025-03-30 04:50:11,preparation,304.56
1265,82,2024-07-21 17:58:11,completed,234.8
1266,112,2025-01-05 08:52:05,shipped,192.61
1267,33,2024-10-31 13:56:33,shipped,398.42
1268,137,2024-12-04 19:04:41,completed,292.39
1269,113,2025-06-11 12:33:45,completed,65.73
1270,51,2024-12-20 04:50:32,preparation,190.23
1271,125,2025-03-02 23:22:18,cancelled,0.0
1272,144,2024-10-05 05:31:22,shipped,176.11
1273,17,2025-05-04 15:48:51,completed,220.41
1274,71,2025-02-01 13:39:14,preparation,75.65
1275,96,2024-10-24 11:23:21,completed,121.37
1276,67,2024-08-25 12:09:21,completed,289.2
1277,66,2024-12-10 07:11:49,cancelled,0.0
1278,95,2024-08-30 23:43:31,completed,123.61
1279,64,2025-05-18 02:35:30,cancelled,0.0
1280,12,2024-07-21 17:27:16,completed,89.36
1281,146,2024-10-02 00:03:46,shipped,264.03
1282,124,2025-07-16 12:31:05,preparation,494.26
1283,45,2025-02-02 01:19:54,completed,295.13
1284,19,2025-01-10 15:55:28,completed,58.65
1285,89,2024-12-22 23:43:55,preparation,268.78
1286,90,2024-08-28 06:04:02,shipped,139.22
1287,16,2024-11-27 05:32:04,completed,498.66
1288,50,2024-09-23 17:16:39,preparation,426.2
1289,49,2025-01-15 06:02:01,completed,377.92
1290,1,2024-10-13 01:31:28,preparation,339.56
1291,1,2024-07-23 16:58:23,shipped,131.03
1292,37,2025-04-01 19:47:50,shipped,488.02
1293,84,2024-12-13 17:09:10,shipped,46.01
1294,17,2025-03-21 22:01:47,completed,30.42
1295,60,2025-04-19 18:20:51,shipped,148.11
1296,80,2025-05-11 20:46:00,completed,269.36
1297,65,2025-05-03 03:05:09,cancelled,0.0
1298,89,2025-02-19 05:51:18,completed,241.64
1299,49,2024-08-06 00:50:51,shipped,218.97
1300,41,2024-08-24 21:37:46,completed,343.11
1301,106,2024-09-13 05:37:47,completed,77.0
1302,140,2025-02-07 15:03:47,completed,406.34
1303,140,2025-05-17 14:13:05,completed,194.16
1304,32,2024-12-11 20:12:59,completed,152.68
1305,69,2025-01-12 22:26:16,completed,430.64
1306,81,2024-09-02 15:04:29,completed,357.42
1307,138,2025-05-21 14:41:06,completed,405.96
1308,67,2024-09-17 01:32:26,completed,315.22
1309,17,2025-06-22 07:31:45,completed,217.03
1310,109,2024-11-17 21:17:57,completed,326.89
1311,85,2024-10-09 03:47:32,completed,291.36
1312,129,2025-01-03 00:38:38,completed,346.83
1313,56,2024-08-09 12:46:18,preparation,285.94
1314,39,2025-03-22 23:25:39,completed,62.2
1315,122,2024-08-20 01:57:26,completed,108.64
1316,123,2025-01-03 01:23:19,shipped,58.98
1317,29,2024-11-13 15:38:15,completed,253.58
1318,104,2024-09-21 04:25:39,shipped,220.4
1319,84,2024-10-02 23:24:56,completed,134.34
1320,55,2024-11-23 18:56:55,shipped,460.7
1321,36,2024-11-20 11:05:49,completed,233.36
1322,70,2024-10-12 00:51:02,completed,456.4
1323,61,2025-06-15 05:35:48,completed,207.5
1324,115,2024-08-31 03:59:31,shipped,431.73
1325,33,2025-04-30 04:14:23,completed,377.37
1326,103,2024-09-25 03:27:45,cancelled,0.0
1327,92,2025-06-01 18:22:05,preparation,203.52
1328,105,2024-08-06 12:26:35,shipped,84.29
1329,27,2025-04-04 17:38:55,cancelled,0.0
1330,59,2024-10-17 07:09:17,completed,233.02
1331,70,2025-06-02 17:46:11,completed,334.11
1332,48,2025-07-09 05:58:22,completed,296.22
1333,52,2025-03-19 13:14:54,completed,455.7
1334,52,2024-09-21 01:03:50,preparation,199.81
1335,6,2024-10-02 13:43:38,completed,360.87
1336,87,2025-03-17 15:36:13,completed,220.42
1337,26,2025-04-22 11:51:32,cancelled,0.0
1338,124,2024-12-30 23:44:41,completed,345.69
1339,91,2024-08-24 10:51:10,completed,196.58
1340,119,2025-02-10 23:46:34,completed,187.59
1341,1,2025-03-08 18:28:56,completed,368.04
1342,28,2025-03-20 22:47:04,cancelled,0.0
1343,70,2024-08-08 23:32:24,cancelled,0.0
1344,113,2024-12-07 02:01:43,completed,213.79
1345,94,2025-02-08 02:19:45,preparation,424.17
1346,57,2024-11-05 21:36:53,shipped,448.36
1347,67,2025-02-16 03:35:02,completed,364.17
1348,128,2025-03-19 09:51:32,cancelled,0.0
1349,78,2025-02-10 15:45:47,completed,240.83
1350,81,2024-10-30 02:52:53,completed,142.98
1351,76,2025-05-06 09:43:41,cancelled,0.0
1352,134,2024-10-04 12:30:23,preparation,466.29
1353,20,2025-07-16 21:46:49,completed,125.59
1354,65,2025-07-08 18:15:02,completed,175.08
1355,13,2024-08-28 10:25:46,completed,231.34
1356,71,2024-08-14 18:37:44,completed,139.53
1357,48,2025-06-22 18:10:06,shipped,416.45
1358,116,2024-08-31 13:16:19,shipped,87.71
1359,26,2025-02-18 07:00:52,completed,262.14
1360,103,2024-09-27 19:16:25,completed,304.75
1361,76,2025-04-24 12:31:15,completed,280.81
1362,9,2025-04-01 01:29:57,completed,125.16
1363,65,2024-10-11 16:03:53,shipped,320.22
1364,95,2024-10-08 01:51:30,shipped,277.21
1365,4,2025-05-22 17:40:45,cancelled,0.0
1366,64,2024-09-27 14:29:46,completed,391.43
1367,23,2025-04-30 20:33:12,shipped,388.56
1368,89,2024-09-07 11:35:44,shipped,319.59
1369,44,2025-03-23 07:31:34,completed,337.24
1370,97,2025-03-03 05:00:20,preparation,401.13
1371,4,2025-01-23 10:39:42,completed,107.67
1372,115,2025-05-07 15:28:54,shipped,480.96
1373,8,2025-06-08 20:32:52,completed,287.4
1374,130,2024-11-11 03:32:28,completed,353.17
1375,66,2024-11-30 17:00:13,completed,216.24
1376,88,2025-01-12 02:32:46,shipped,51.89
1377,54,2025-04-12 11:09:13,completed,148.86
1378,136,2025-01-10 06:31:31,completed,139.29
1379,20,2025-01-08 08:59:32,completed,151.95
1380,49,2025-02-05 17:26:27,preparation,121.53
1381,24,2025-05-03 04:33:49,shipped,34.86
1382,150,2024-10-13 09:46:13,preparation,210.53
1383,98,2025-07-11 13:29:38,completed,440.74
1384,113,2024-12-31 11:31:59,completed,246.2
1385,92,2025-03-18 16:24:45,completed,446.72
1386,72,2024-09-26 05:05:16,cancelled,0.0
1387,84,2025-07-08 02:11:34,shipped,323.09
1388,83,2025-05-25 03:14:17,completed,327.84
1389,22,2024-11-26 07:24:31,shipped,141.08
1390,62,2025-01-17 04:26:17,shipped,127.88
1391,21,2025-05-12 19:07:49,completed,240.71
1392,116,2025-06-28 20:20:57,shipped,313.76
1393,49,2024-11-02 15:39:42,preparation,133.16
1394,137,2025-05-14 06:02:23,completed,161.69
1395,72,2025-05-15 09:43:19,shipped,39.72
1396,43,2024-09-01 14:08:30,completed,129.1
1397,63,2025-04-18 08:00:57,completed,477.96
1398,102,2024-08-20 20:37:58,shipped,85.23
1399,61,2024-12-17 10:26:59,cancelled,0.0
1400,79,2025-03-17 18:30:49,completed,151.14
1401,37,2024-10-13 02:15:57,completed,106.6
1402,19,2024-12-23 17:31:05,completed,92.03
1403,72,2024-09-28 01:55:11,completed,97.78
1404,118,2025-06-02 17:11:35,shipped,360.03
1405,137,2024-10-23 21:02:18,completed,120.78
1406,114,2024-08-05 12:32:30,preparation,393.22
1407,102,2025-05-06 16:25:40,completed,129.93
1408,89,2025-03-24 08:04:40,preparation,287.11
1409,6,2025-05-07 21:14:39,completed,73.49
1410,141,2025-04-03 07:34:44,completed,413.95
1411,19,2024-07-19 16:33:55,preparation,237.46
1412,85,2024-08-05 15:00:16,completed,166.51
1413,144,2025-01-16 13:18:30,completed,275.19
1414,146,2025-01-10 17:23:17,completed,264.37
1415,126,2025-05-30 11:05:13,shipped,325.6
1416,3,2025-07-07 19:57:54,preparation,334.66
1417,78,2024-11-01 04:40:29,completed,268.04
1418,150,2025-05-29 15:15:00,preparation,441.12
1419,87,2024-10-11 11:05:30,completed,39.57
1420,81,2024-10-16 03:31:35,completed,339.69
1421,145,2024-07-27 12:32:44,preparation,39.33
1422,31,2024-07-30 00:10:17,completed,301.39
1423,58,2025-02-25 08:32:22,shipped,254.98
1424,23,2025-01-13 12:04:59,shipped,357.68
1425,63,2025-01-26 18:59:05,cancelled,0.0
1426,52,2024-10-08 17:09:25,shipped,255.23
1427,117,2024-12-27 16:54:57,shipped,377.06
1428,107,2024-09-29 12:41:34,shipped,103.85
1429,59,2025-07-16 08:16:34,completed,101.33
1430,83,2024-08-09 21:51:14,cancelled,0.0
1431,22,2025-06-16 04:05:37,shipped,164.14
1432,135,2025-06-17 14:21:37,preparation,148.07
1433,117,2024-10-03 15:56:11,preparation,456.93
1434,103,2025-04-23 01:05:23,shipped,308.27
1435,133,2024-11-07 04:02:55,cancelled,0.0
1436,61,2025-01-04 18:23:11,preparation,448.57
1437,34,2025-07-09 04:55:48,completed,233.77
1438,111,2025-03-08 04:34:10,completed,266.08
1439,22,2024-09-18 19:26:43,completed,431.97
1440,22,2024-09-25 13:18:11,completed,429.05
1441,32,2024-08-25 12:16:05,cancelled,0.0
1442,3,2025-02-10 05:29:33,completed,409.52
1443,30,2024-10-04 20:32:06,cancelled,0.0
1444,48,2024-08-10 10:28:25,completed,374.07
1445,15,2025-06-14 08:03:28,completed,187.11
1446,82,2024-09-06 19:29:31,completed,31.43
1447,57,2025-03-23 14:04:15,completed,458.56
1448,39,2025-05-28 06:14:39,completed,35.55
1449,67,2025-03-19 07:08:17,completed,141.05
1450,57,2025-02-14 04:49:36,completed,412.43
1451,17,2024-12-11 17:25:25,preparation,485.12
1452,137,2024-12-27 21:26:20,completed,268.74
1453,127,2024-08-27 12:39:48,completed,142.7
1454,125,2025-02-26 09:59:12,completed,49.11
1455,82,2025-06-19 02:25:02,completed,170.22
1456,53,2025-01-06 05:11:43,completed,494.48
1457,14,2025-02-23 09:22:18,preparation,245.82
1458,71,2025-03-30 03:13:10,preparation,346.51
1459,20,2025-01-16 20:25:46,completed,414.92
1460,47,2025-06-11 22:18:44,shipped,298.37
1461,68,2025-05-06 01:17:31,completed,157.63
1462,119,2025-02-03 06:11:50,completed,330.0
1463,36,2025-01-21 11:52:05,completed,470.95
1464,79,2025-04-06 15:53:22,preparation,139.42
1465,142,2025-02-14 11:21:04,preparation,203.01
1466,103,2025-04-24 16:25:51,completed,418.56
1467,137,2025-03-23 04:22:53,cancelled,0.0
1468,87,2025-04-03 15:27:46,preparation,459.98
1469,4,2024-08-13 01:09:45,completed,85.37
1470,40,2025-03-01 09:59:12,preparation,83.8
1471,53,2024-09-16 05:49:31,completed,452.39
1472,87,2024-11-10 21:50:49,cancelled,0.0
1473,61,2025-01-27 01:17:44,completed,151.75
1474,89,2025-01-09 00:56:37,completed,135.24
1475,74,2024-07-29 12:32:22,completed,407.42
1476,6,2025-04-11 00:34:26,completed,305.86
1477,4,2025-01-21 13:25:56,shipped,285.07
1478,14,2024-09-05 01:04:17,shipped,133.55
1479,55,2025-02-09 20:52:12,completed,438.74
1480,142,2025-04-30 20:39:46,completed,316.02
1481,125,2025-01-15 16:56:19,completed,408.91
1482,32,2025-01-18 16:14:04,completed,250.34
1483,49,2024-07-19 03:15:37,completed,230.96
1484,82,2024-08-02 11:16:51,completed,401.11
1485,13,2024-10-26 01:14:13,completed,490.18
1486,86,2025-07-01 02:18:14,completed,438.32
1487,38,2024-09-10 14:58:43,completed,300.32
1488,6,2025-03-23 06:51:24,preparation,493.29
1489,7,2024-12-11 08:59:23,completed,498.34
1490,85,2025-05-25 07:06:28,preparation,212.08
1491,27,2024-08-18 11:41:02,completed,115.94
1492,148,2025-03-20 11:56:50,cancelled,0.0
1493,40,2025-06-08 22:37:42,cancelled,0.0
1494,49,2024-10-27 13:43:53,completed,245.05
1495,150,2025-05-07 19:58:22,completed,168.83
1496,92,2025-07-14 15:08:42,preparation,299.14
1497,91,2024-12-05 11:22:50,completed,412.52
1498,93,2025-04-14 21:21:48,completed,299.72
1499,49,2024-08-02 11:09:06,completed,126.98
1500,131,2025-03-18 20:03:55,completed,314.71
1501,42,2024-08-28 09:46:53,completed,461.73
1502,126,2025-03-05 09:07:27,shipped,274.76
1503,55,2024-09-18 09:26:51,shipped,385.56
1504,122,2025-05-08 02:13:29,completed,106.66
1505,18,2025-06-24 08:21:45,completed,459.7
1506,93,2025-01-17 21:50:18,completed,78.48
1507,95,2025-05-25 10:05:31,shipped,286.29
1508,32,2025-05-17 04:03:26,completed,490.21
1509,149,2024-09-15 23:02:59,completed,476.0
1510,46,2025-07-14 11:08:31,completed,136.75
1511,79,2025-07-13 10:37:00,cancelled,0.0
1512,31,2025-03-04 21:03:33,cancelled,0.0
1513,108,2025-03-30 06:09:54,cancelled,0.0
1514,114,2025-05-19 02:05:41,preparation,338.21
1515,89,2025-01-30 14:07:38,preparation,141.92
1516,98,2024-12-12 19:50:01,cancelled,0.0
1517,45,2024-09-28 14:12:02,completed,191.05
1518,41,2025-02-14 23:45:14,shipped,106.97
1519,114,2025-04-30 19:27:44,completed,462.84
1520,47,2025-04-01 19:59:15,completed,455.48
1521,136,2025-01-19 14:01:29,completed,302.28
1522,133,2025-05-11 20:41:46,completed,59.61
1523,68,2024-08-16 13:36:18,completed,391.01
1524,37,2024-12-23 09:56:50,shipped,91.84
1525,92,2025-02-19 17:30:37,preparation,91.84
1526,64,2024-11-08 17:26:11,shipped,382.33
1527,4,2025-03-21 16:39:54,completed,131.99
1528,28,2024-08-25 09:34:11,completed,197.88
1529,10,2024-11-13 05:24:46,shipped,108.4
1530,32,2025-02-14 00:52:23,completed,311.37
1531,133,2024-11-08 07:29:35,preparation,98.44
1532,123,2024-10-25 06:46:19,cancelled,0.0
1533,99,2025-01-20 02:02:10,completed,208.46
1534,41,2025-04-09 12:07:53,completed,25.91
1535,60,2024-12-28 15:10:09,cancelled,0.0
1536,136,2025-03-15 12:46:29,completed,398.21
1537,76,2024-10-25 16:34:20,completed,79.93
1538,90,2025-02-18 00:47:02,preparation,111.52
1539,5,2024-11-22 01:44:42,cancelled,0.0
1540,80,2025-01-15 03:49:40,completed,169.17
1541,36,2024-12-20 20:13:32,cancelled,0.0
1542,132,2025-04-20 03:33:39,completed,352.13
1543,125,2024-10-05 00:49:11,completed,198.56
1544,133,2024-11-29 03:56:55,completed,123.83
1545,116,2025-05-09 19:01:34,completed,437.57
1546,92,2025-06-15 12:47:31,completed,67.45
